DadDoB,DadUnicode,ChdUniCode,ChdDoB,Sex
3/2/1989 0:00:00,F-219,C-397,11/21/1997 0:00:00,F
3/2/1989 0:00:00,F-219,C-398,12/6/1998 0:00:00,M
3/2/1989 0:00:00,F-219,A-525,12/12/1998 0:00:00,F
5/28/1989 0:00:00,F-182,D-642,1/4/1996 0:00:00,M
5/28/1989 0:00:00,F-182,B-843,1/11/1996 0:00:00,F
5/28/1989 0:00:00,F-182,D-124,1/14/1996 0:00:00,F
5/28/1989 0:00:00,F-182,A-444,1/28/1996 0:00:00,F
5/28/1989 0:00:00,F-182,A-923,2/8/1996 0:00:00,F
5/28/1989 0:00:00,F-182,C-815,2/12/1996 0:00:00,F
5/28/1989 0:00:00,F-182,E-125,3/18/1996 0:00:00,F
5/28/1989 0:00:00,F-182,E-104,1/1/1997 0:00:00,F
5/28/1989 0:00:00,F-182,B-495,1/10/1997 0:00:00,F
5/28/1989 0:00:00,F-182,C-356,1/20/1997 0:00:00,F
5/28/1989 0:00:00,F-182,A-501,1/22/1997 0:00:00,F
5/28/1989 0:00:00,F-182,A-063,4/4/1997 0:00:00,M
5/28/1989 0:00:00,F-182,A-908,11/17/1997 0:00:00,M
5/28/1989 0:00:00,F-182,A-178,11/29/1997 0:00:00,F
5/28/1989 0:00:00,F-182,B-866,12/28/1997 0:00:00,M
5/28/1989 0:00:00,F-182,A-121,1/1/1998 0:00:00,M
5/28/1989 0:00:00,F-182,A-179,1/8/1998 0:00:00,M
5/28/1989 0:00:00,F-182,D-108,1/21/1998 0:00:00,M
5/28/1989 0:00:00,F-182,C-418,1/23/1998 0:00:00,M
5/28/1989 0:00:00,F-182,C-859,4/13/1998 0:00:00,M
5/28/1989 0:00:00,F-182,A-447,4/22/1998 0:00:00,F
5/28/1989 0:00:00,F-182,A-909,11/14/1998 0:00:00,F
5/28/1989 0:00:00,F-182,D-729,12/13/1998 0:00:00,M
5/28/1989 0:00:00,F-182,C-673,12/24/1998 0:00:00,M
5/28/1989 0:00:00,F-182,D-293,12/26/1998 0:00:00,M
5/28/1989 0:00:00,F-182,D-269,1/2/1999 0:00:00,M
5/28/1989 0:00:00,F-182,B-041,1/4/1999 0:00:00,M
5/28/1989 0:00:00,F-182,A-506,2/22/1999 0:00:00,M
5/28/1989 0:00:00,F-182,B-061,3/8/1999 0:00:00,M
5/28/1989 0:00:00,F-182,A-505,4/12/1999 0:00:00,M
5/28/1989 0:00:00,F-182,A-622,11/17/1999 0:00:00,F
5/28/1989 0:00:00,F-182,A-069,11/26/1999 0:00:00,M
5/28/1989 0:00:00,F-182,B-043,12/1/1999 0:00:00,F
5/28/1989 0:00:00,F-182,B-972,12/13/1999 0:00:00,M
5/28/1989 0:00:00,F-182,B-952,12/22/1999 0:00:00,M
5/28/1989 0:00:00,F-182,B-423,12/28/1999 0:00:00,F
5/28/1989 0:00:00,F-182,E-111,1/12/2000 0:00:00,F
5/28/1989 0:00:00,F-182,C-842,1/21/2000 0:00:00,M
5/28/1989 0:00:00,F-182,A-892,2/6/2000 0:00:00,F
5/28/1989 0:00:00,F-182,C-261,11/28/2000 0:00:00,F
5/28/1989 0:00:00,F-182,B-403,11/29/2000 0:00:00,M
5/28/1989 0:00:00,F-182,E-177,12/17/2000 0:00:00,M
5/28/1989 0:00:00,F-182,D-273,12/28/2000 0:00:00,F
5/28/1989 0:00:00,F-182,B-443,12/31/2000 0:00:00,F
5/28/1989 0:00:00,F-182,D-652,11/15/2001 0:00:00,F
5/28/1989 0:00:00,F-182,A-531,3/15/2002 0:00:00,F
5/28/1989 0:00:00,F-182,D-737,10/24/2003 0:00:00,M
5/28/1989 0:00:00,F-182,E-075,12/15/2003 0:00:00,F
1/6/1990 0:00:00,F-244,D-538,1/8/1996 0:00:00,F
1/6/1990 0:00:00,F-244,B-518,1/4/1998 0:00:00,F
1/6/1990 0:00:00,F-244,A-065,1/9/1998 0:00:00,F
1/6/1990 0:00:00,F-244,C-378,12/4/1998 0:00:00,F
1/6/1990 0:00:00,F-244,B-380,12/8/1998 0:00:00,M
1/6/1990 0:00:00,F-244,D-149,12/21/1998 0:00:00,F
1/6/1990 0:00:00,F-244,D-999,2/5/1999 0:00:00,M
1/6/1990 0:00:00,F-244,D-630,1/20/2000 0:00:00,F
1/6/1990 0:00:00,F-244,D-692,2/17/2000 0:00:00,M
1/6/1990 0:00:00,F-244,D-981,2/23/2000 0:00:00,M
1/6/1990 0:00:00,F-244,D-194,1/6/2001 0:00:00,M
1/6/1990 0:00:00,F-244,D-212,2/13/2001 0:00:00,M
1/6/1990 0:00:00,F-244,A-072,1/31/2002 0:00:00,F
1/16/1990 0:00:00,F-272,D-243,1/2/1996 0:00:00,M
1/16/1990 0:00:00,F-272,D-540,12/9/1996 0:00:00,F
1/16/1990 0:00:00,F-272,D-107,12/10/1996 0:00:00,F
1/16/1990 0:00:00,F-272,A-482,1/20/1997 0:00:00,F
1/16/1990 0:00:00,F-272,B-968,2/15/1997 0:00:00,M
1/16/1990 0:00:00,F-272,E-149,3/30/1997 0:00:00,M
1/16/1990 0:00:00,F-272,D-646,11/13/1997 0:00:00,F
1/16/1990 0:00:00,F-272,B-906,12/25/1997 0:00:00,M
1/16/1990 0:00:00,F-272,D-625,12/26/1997 0:00:00,M
1/16/1990 0:00:00,F-272,B-378,1/9/1998 0:00:00,F
1/16/1990 0:00:00,F-272,D-730,1/19/1999 0:00:00,F
1/16/1990 0:00:00,F-272,D-732,11/4/1999 0:00:00,M
1/16/1990 0:00:00,F-272,E-071,12/18/2000 0:00:00,M
1/16/1990 0:00:00,F-272,D-275,11/18/2001 0:00:00,M
1/16/1990 0:00:00,F-272,A-473,12/19/2001 0:00:00,M
1/16/1990 0:00:00,F-272,D-632,3/15/2002 0:00:00,F
1/16/1990 0:00:00,F-272,C-429,12/21/2004 0:00:00,F
1/16/1990 0:00:00,F-272,B-098,9/26/2005 0:00:00,F
1/16/1990 0:00:00,F-272,C-881,10/11/2005 0:00:00,M
1/16/1990 0:00:00,F-272,B-092,11/21/2005 0:00:00,F
1/27/1990 0:00:00,F-241,B-059,1/18/1998 0:00:00,F
1/27/1990 0:00:00,F-241,A-620,12/18/1998 0:00:00,M
1/27/1990 0:00:00,F-241,B-337,5/10/2002 0:00:00,M
2/2/1990 0:00:00,F-240,B-782,3/3/1996 0:00:00,M
2/2/1990 0:00:00,F-240,B-437,1/8/1997 0:00:00,F
2/2/1990 0:00:00,F-240,B-038,1/21/1997 0:00:00,F
2/2/1990 0:00:00,F-240,B-058,1/25/1997 0:00:00,M
2/2/1990 0:00:00,F-240,B-377,3/29/1997 0:00:00,F
2/2/1990 0:00:00,F-240,B-438,4/22/1998 0:00:00,F
2/2/1990 0:00:00,F-240,B-907,12/14/1998 0:00:00,F
2/2/1990 0:00:00,F-240,C-298,12/24/1998 0:00:00,F
2/2/1990 0:00:00,F-240,C-399,12/26/1998 0:00:00,M
2/2/1990 0:00:00,F-240,E-153,3/30/1999 0:00:00,M
2/2/1990 0:00:00,F-240,A-146,1/1/2000 0:00:00,M
2/2/1990 0:00:00,F-240,D-980,1/3/2000 0:00:00,M
2/2/1990 0:00:00,F-240,A-053,11/14/2001 0:00:00,M
2/2/1990 0:00:00,F-240,D-274,1/27/2002 0:00:00,M
2/2/1990 0:00:00,F-240,D-550,11/12/2002 0:00:00,F
2/2/1990 0:00:00,F-240,E-074,11/17/2002 0:00:00,F
2/2/1990 0:00:00,F-240,D-255,1/18/2003 0:00:00,F
2/2/1990 0:00:00,F-240,C-683,11/13/2004 0:00:00,F
2/2/1990 0:00:00,F-240,C-895,12/31/2005 0:00:00,F
2/2/1990 0:00:00,F-240,C-494,1/3/2009 0:00:00,M
2/9/1990 0:00:00,F-255,A-061,1/18/1995 0:00:00,F
2/14/1990 0:00:00,F-236,D-708,11/24/1998 0:00:00,F
2/14/1990 0:00:00,F-236,C-256,12/24/1998 0:00:00,M
2/14/1990 0:00:00,F-236,B-461,12/18/1999 0:00:00,F
2/14/1990 0:00:00,F-236,D-674,1/27/2002 0:00:00,M
2/19/1990 0:00:00,F-237,A-177,1/19/1997 0:00:00,F
2/19/1990 0:00:00,F-237,B-057,2/15/1997 0:00:00,F
2/19/1990 0:00:00,F-237,D-542,11/24/1997 0:00:00,F
2/19/1990 0:00:00,F-237,B-887,12/18/1997 0:00:00,M
2/19/1990 0:00:00,F-237,E-043,1/22/1998 0:00:00,F
2/19/1990 0:00:00,F-237,A-084,2/13/1998 0:00:00,M
2/19/1990 0:00:00,F-237,E-109,11/21/1998 0:00:00,F
2/19/1990 0:00:00,F-237,C-823,11/11/1999 0:00:00,F
2/19/1990 0:00:00,F-237,E-002,11/11/1999 0:00:00,M
2/21/1990 0:00:00,F-266,D-544,2/11/1999 0:00:00,M
2/21/1990 0:00:00,F-266,C-323,11/15/2000 0:00:00,F
2/21/1990 0:00:00,F-266,C-402,12/25/2000 0:00:00,M
3/5/1990 0:00:00,F-248,C-255,11/15/1997 0:00:00,M
3/5/1990 0:00:00,F-248,A-165,12/10/1999 0:00:00,M
3/5/1990 0:00:00,F-248,C-240,1/17/2001 0:00:00,F
3/5/1990 0:00:00,F-248,A-128,11/3/2001 0:00:00,M
3/5/1990 0:00:00,F-248,E-051,11/4/2002 0:00:00,F
3/5/1990 0:00:00,F-248,C-850,10/17/2004 0:00:00,M
3/5/1990 0:00:00,F-248,B-554,1/15/2006 0:00:00,F
3/5/1990 0:00:00,F-248,A-232,12/20/2006 0:00:00,F
3/5/1990 0:00:00,F-248,C-052,9/15/2008 0:00:00,F
3/5/1990 0:00:00,F-248,A-291,10/11/2009 0:00:00,M
3/5/1990 0:00:00,F-248,A-713,11/2/2009 0:00:00,F
3/5/1990 0:00:00,F-248,C-101,8/22/2011 0:00:00,M
5/19/1990 0:00:00,F-254,A-082,12/15/1996 0:00:00,F
5/19/1990 0:00:00,F-254,B-436,12/27/1996 0:00:00,F
5/19/1990 0:00:00,F-254,D-560,1/12/1997 0:00:00,F
5/19/1990 0:00:00,F-254,E-042,2/9/1998 0:00:00,F
5/19/1990 0:00:00,F-254,C-363,12/13/2000 0:00:00,F
5/19/1990 0:00:00,F-254,A-644,11/11/2005 0:00:00,F
5/19/1990 0:00:00,F-254,C-001,11/28/2005 0:00:00,M
5/19/1990 0:00:00,F-254,C-458,12/17/2005 0:00:00,F
5/19/1990 0:00:00,F-254,A-324,9/5/2011 0:00:00,F
12/14/1990 0:00:00,F-306,B-395,12/30/1995 0:00:00,F
12/14/1990 0:00:00,F-306,C-251,1/6/1996 0:00:00,F
12/14/1990 0:00:00,F-306,C-360,1/8/1999 0:00:00,M
12/14/1990 0:00:00,F-306,D-214,1/6/2002 0:00:00,M
12/14/1990 0:00:00,F-306,B-428,11/29/2002 0:00:00,F
12/14/1990 0:00:00,F-306,D-656,1/5/2004 0:00:00,F
12/14/1990 0:00:00,F-306,C-452,10/30/2005 0:00:00,F
12/14/1990 0:00:00,F-306,B-567,12/5/2006 0:00:00,F
12/19/1990 0:00:00,F-325,A-599,11/22/1997 0:00:00,M
12/19/1990 0:00:00,F-325,D-292,12/28/1997 0:00:00,F
12/19/1990 0:00:00,F-291,D-130,12/11/1998 0:00:00,M
12/19/1990 0:00:00,F-291,D-209,12/24/1998 0:00:00,M
12/19/1990 0:00:00,F-325,D-227,1/19/1999 0:00:00,F
12/19/1990 0:00:00,F-325,A-164,11/20/1999 0:00:00,M
12/19/1990 0:00:00,F-291,B-953,12/1/1999 0:00:00,F
12/19/1990 0:00:00,F-325,C-717,12/18/1999 0:00:00,F
12/19/1990 0:00:00,F-291,B-790,2/14/2000 0:00:00,M
12/19/1990 0:00:00,F-325,B-974,12/9/2000 0:00:00,M
12/19/1990 0:00:00,F-325,D-588,12/31/2001 0:00:00,M
12/19/1990 0:00:00,F-325,A-112,11/14/2003 0:00:00,F
12/19/1990 0:00:00,F-325,A-551,12/1/2003 0:00:00,F
12/19/1990 0:00:00,F-325,B-389,2/14/2004 0:00:00,M
12/19/1990 0:00:00,F-325,A-493,2/23/2004 0:00:00,M
12/19/1990 0:00:00,F-291,B-537,11/28/2004 0:00:00,F
12/19/1990 0:00:00,F-325,D-614,12/16/2004 0:00:00,F
12/19/1990 0:00:00,F-325,D-387,10/27/2009 0:00:00,F
12/23/1990 0:00:00,F-320,A-557,2/25/1997 0:00:00,M
12/23/1990 0:00:00,F-320,C-377,12/1/1997 0:00:00,F
12/29/1990 0:00:00,F-321,B-376,2/18/1997 0:00:00,F
12/29/1990 0:00:00,F-321,D-151,2/3/2000 0:00:00,M
12/29/1990 0:00:00,F-321,A-893,3/25/2000 0:00:00,M
1/4/1991 0:00:00,F-288,A-463,12/26/1996 0:00:00,M
1/4/1991 0:00:00,F-288,A-886,1/12/1997 0:00:00,F
1/4/1991 0:00:00,F-288,B-060,1/23/1998 0:00:00,F
1/4/1991 0:00:00,F-288,C-238,12/11/1999 0:00:00,M
1/4/1991 0:00:00,F-288,D-296,12/27/1999 0:00:00,M
1/4/1991 0:00:00,F-288,C-341,1/19/2000 0:00:00,M
1/4/1991 0:00:00,F-288,A-932,12/5/2000 0:00:00,M
1/4/1991 0:00:00,F-288,B-893,1/16/2002 0:00:00,F
1/4/1991 0:00:00,F-288,A-054,1/24/2002 0:00:00,M
1/4/1991 0:00:00,F-288,C-700,12/3/2002 0:00:00,M
1/4/1991 0:00:00,F-288,D-178,1/22/2003 0:00:00,F
1/4/1991 0:00:00,F-288,C-723,2/19/2003 0:00:00,F
1/4/1991 0:00:00,F-288,C-763,4/11/2003 0:00:00,F
1/4/1991 0:00:00,F-288,D-236,12/7/2003 0:00:00,M
1/4/1991 0:00:00,F-288,A-552,12/17/2003 0:00:00,M
1/8/1991 0:00:00,F-289,B-418,1/12/1997 0:00:00,M
1/15/1991 0:00:00,F-295,D-224,1/3/1997 0:00:00,M
1/15/1991 0:00:00,F-312,B-399,12/2/1997 0:00:00,M
1/15/1991 0:00:00,F-295,B-497,1/5/1998 0:00:00,M
1/15/1991 0:00:00,F-295,E-018,1/18/1998 0:00:00,M
1/15/1991 0:00:00,F-324,E-152,11/30/1998 0:00:00,F
1/15/1991 0:00:00,F-312,A-948,12/8/1998 0:00:00,F
1/15/1991 0:00:00,F-312,B-356,1/4/2000 0:00:00,F
1/15/1991 0:00:00,F-312,A-452,1/14/2000 0:00:00,M
1/15/1991 0:00:00,F-312,A-989,12/8/2000 0:00:00,F
1/15/1991 0:00:00,F-324,A-034,11/6/2001 0:00:00,F
1/15/1991 0:00:00,F-324,D-611,11/13/2002 0:00:00,F
1/15/1991 0:00:00,F-324,D-258,3/13/2005 0:00:00,F
1/15/1991 0:00:00,F-324,C-544,12/9/2010 0:00:00,M
1/15/1991 0:00:00,F-324,E-858,9/22/2012 0:00:00,F
1/19/1991 0:00:00,F-284,D-104,1/8/1996 0:00:00,M
1/19/1991 0:00:00,F-284,A-925,12/4/1996 0:00:00,F
1/19/1991 0:00:00,F-284,A-100,12/7/1996 0:00:00,M
1/19/1991 0:00:00,F-284,D-225,12/11/1996 0:00:00,F
1/19/1991 0:00:00,F-284,C-337,12/21/1996 0:00:00,F
1/19/1991 0:00:00,F-284,C-396,1/14/1997 0:00:00,F
1/19/1991 0:00:00,F-284,B-037,1/26/1997 0:00:00,F
1/19/1991 0:00:00,F-284,C-357,1/29/1997 0:00:00,F
1/19/1991 0:00:00,F-284,A-540,2/1/1997 0:00:00,F
1/19/1991 0:00:00,F-284,A-521,2/3/1997 0:00:00,F
1/19/1991 0:00:00,F-284,C-672,12/7/1997 0:00:00,F
1/19/1991 0:00:00,F-284,C-819,12/8/1997 0:00:00,M
1/19/1991 0:00:00,F-284,A-066,12/22/1997 0:00:00,F
1/19/1991 0:00:00,F-284,B-420,1/4/1998 0:00:00,M
1/19/1991 0:00:00,F-284,B-498,3/12/1998 0:00:00,F
1/19/1991 0:00:00,F-284,C-691,3/16/1998 0:00:00,M
1/19/1991 0:00:00,F-284,C-339,11/14/1998 0:00:00,F
1/19/1991 0:00:00,F-284,C-276,11/25/1998 0:00:00,F
1/19/1991 0:00:00,F-284,B-355,11/30/1998 0:00:00,M
1/19/1991 0:00:00,F-284,D-170,12/4/1998 0:00:00,F
1/19/1991 0:00:00,F-284,D-563,12/6/1998 0:00:00,M
1/19/1991 0:00:00,F-284,C-692,3/13/1999 0:00:00,F
1/19/1991 0:00:00,F-284,B-357,11/25/1999 0:00:00,F
1/19/1991 0:00:00,F-284,A-988,11/26/1999 0:00:00,F
1/19/1991 0:00:00,F-284,C-300,11/26/1999 0:00:00,M
1/19/1991 0:00:00,F-284,B-889,12/3/1999 0:00:00,M
1/19/1991 0:00:00,F-284,C-694,12/27/1999 0:00:00,M
1/19/1991 0:00:00,F-284,B-930,1/9/2000 0:00:00,F
1/19/1991 0:00:00,F-284,B-401,1/12/2000 0:00:00,F
1/19/1991 0:00:00,F-284,B-381,3/25/2000 0:00:00,M
1/19/1991 0:00:00,F-284,C-324,11/26/2000 0:00:00,F
1/19/1991 0:00:00,F-284,A-108,1/2/2001 0:00:00,F
1/19/1991 0:00:00,F-284,A-052,1/21/2001 0:00:00,M
1/19/1991 0:00:00,F-284,B-026,11/19/2001 0:00:00,F
1/19/1991 0:00:00,F-284,B-832,12/6/2001 0:00:00,F
1/19/1991 0:00:00,F-284,E-049,12/27/2001 0:00:00,F
1/19/1991 0:00:00,F-284,C-262,12/28/2001 0:00:00,F
1/19/1991 0:00:00,F-284,B-464,12/29/2001 0:00:00,M
1/20/1991 0:00:00,F-308,B-427,12/27/2001 0:00:00,M
1/31/1991 0:00:00,F-298,B-396,12/30/1996 0:00:00,F
1/31/1991 0:00:00,F-298,C-239,12/26/1999 0:00:00,M
1/31/1991 0:00:00,F-298,E-047,1/6/2000 0:00:00,F
2/4/1991 0:00:00,F-326,D-725,2/5/1996 0:00:00,F
2/4/1991 0:00:00,F-292,C-778,12/27/1998 0:00:00,F
2/4/1991 0:00:00,F-292,C-860,2/4/1999 0:00:00,M
2/4/1991 0:00:00,F-292,C-401,1/14/2000 0:00:00,F
2/4/1991 0:00:00,F-292,D-134,11/26/2000 0:00:00,F
2/4/1991 0:00:00,F-292,A-509,12/26/2000 0:00:00,M
2/4/1991 0:00:00,F-292,E-004,11/5/2001 0:00:00,M
2/4/1991 0:00:00,F-292,E-025,11/17/2001 0:00:00,M
2/8/1991 0:00:00,F-316,A-982,2/3/1997 0:00:00,F
2/8/1991 0:00:00,F-316,D-645,12/27/1997 0:00:00,M
2/8/1991 0:00:00,F-316,A-468,11/9/1998 0:00:00,F
2/8/1991 0:00:00,F-316,C-779,11/10/1998 0:00:00,F
2/8/1991 0:00:00,F-316,C-735,12/7/1998 0:00:00,M
2/8/1991 0:00:00,F-316,C-340,12/11/1998 0:00:00,F
2/8/1991 0:00:00,F-316,C-321,12/1/1999 0:00:00,F
2/8/1991 0:00:00,F-316,C-676,12/25/1999 0:00:00,M
2/8/1991 0:00:00,F-316,C-695,2/8/2000 0:00:00,F
2/8/1991 0:00:00,F-316,C-737,2/24/2000 0:00:00,M
2/8/1991 0:00:00,F-316,A-567,11/6/2001 0:00:00,F
2/8/1991 0:00:00,F-316,C-345,11/8/2001 0:00:00,F
2/8/1991 0:00:00,F-316,C-740,11/16/2001 0:00:00,M
2/8/1991 0:00:00,F-316,D-714,12/25/2001 0:00:00,F
2/8/1991 0:00:00,F-316,D-137,11/30/2002 0:00:00,M
2/8/1991 0:00:00,F-316,A-532,12/8/2002 0:00:00,F
2/13/1991 0:00:00,F-323,B-476,1/4/1997 0:00:00,F
2/13/1991 0:00:00,F-323,B-327,1/7/1997 0:00:00,M
2/13/1991 0:00:00,F-323,A-101,1/8/1997 0:00:00,M
2/13/1991 0:00:00,F-323,D-976,12/3/1997 0:00:00,M
2/13/1991 0:00:00,F-313,B-458,12/26/1997 0:00:00,F
2/13/1991 0:00:00,F-323,E-106,1/9/1998 0:00:00,M
2/13/1991 0:00:00,F-323,B-928,1/28/1998 0:00:00,F
2/13/1991 0:00:00,F-323,D-604,2/11/1998 0:00:00,M
2/13/1991 0:00:00,F-313,E-000,11/19/1998 0:00:00,F
2/13/1991 0:00:00,F-313,C-693,12/7/1998 0:00:00,F
2/13/1991 0:00:00,F-313,B-971,12/27/1998 0:00:00,F
2/13/1991 0:00:00,F-313,A-124,12/29/1998 0:00:00,F
2/13/1991 0:00:00,F-313,D-110,1/12/1999 0:00:00,F
2/13/1991 0:00:00,F-313,A-582,2/28/1999 0:00:00,M
2/13/1991 0:00:00,F-313,E-068,3/4/1999 0:00:00,M
2/13/1991 0:00:00,F-313,A-969,1/6/2000 0:00:00,M
2/13/1991 0:00:00,F-323,A-968,1/12/2000 0:00:00,M
2/13/1991 0:00:00,F-313,D-254,11/17/2001 0:00:00,F
2/13/1991 0:00:00,F-313,A-896,11/29/2001 0:00:00,F
2/13/1991 0:00:00,F-313,A-915,1/29/2002 0:00:00,M
2/13/1991 0:00:00,F-313,E-007,11/7/2003 0:00:00,M
2/13/1991 0:00:00,F-313,D-748,10/16/2004 0:00:00,F
2/13/1991 0:00:00,F-313,A-201,11/22/2004 0:00:00,M
2/13/1991 0:00:00,F-313,E-195,12/22/2005 0:00:00,M
2/13/1991 0:00:00,F-313,E-342,9/3/2012 0:00:00,F
12/31/1991 0:00:00,F-332,B-515,12/29/1996 0:00:00,M
12/31/1991 0:00:00,F-332,A-577,1/27/1997 0:00:00,F
12/31/1991 0:00:00,F-332,C-273,2/1/1997 0:00:00,F
12/31/1991 0:00:00,F-332,C-839,12/14/1997 0:00:00,M
12/31/1991 0:00:00,F-332,B-354,12/26/1997 0:00:00,M
12/31/1991 0:00:00,F-332,B-020,12/28/1997 0:00:00,M
12/31/1991 0:00:00,F-332,A-028,1/11/1998 0:00:00,F
12/31/1991 0:00:00,F-332,C-338,1/12/1998 0:00:00,M
12/31/1991 0:00:00,F-332,C-733,1/20/1998 0:00:00,F
12/31/1991 0:00:00,F-332,A-947,3/17/1998 0:00:00,F
12/31/1991 0:00:00,F-332,C-296,3/19/1998 0:00:00,M
12/31/1991 0:00:00,F-332,A-523,4/2/1998 0:00:00,F
12/31/1991 0:00:00,F-332,A-047,4/22/1998 0:00:00,M
12/31/1991 0:00:00,F-332,A-544,11/20/1998 0:00:00,F
12/31/1991 0:00:00,F-332,B-868,11/25/1998 0:00:00,M
12/31/1991 0:00:00,F-332,B-421,12/13/1998 0:00:00,F
12/31/1991 0:00:00,F-332,B-400,12/24/1998 0:00:00,M
12/31/1991 0:00:00,F-332,E-044,1/6/1999 0:00:00,M
12/31/1991 0:00:00,F-332,C-715,1/29/1999 0:00:00,M
12/31/1991 0:00:00,F-332,D-271,11/29/1999 0:00:00,M
12/31/1991 0:00:00,F-332,C-258,1/28/2000 0:00:00,F
12/31/1991 0:00:00,F-332,E-024,12/9/2000 0:00:00,F
12/31/1991 0:00:00,F-332,A-624,1/19/2001 0:00:00,M
1/4/1992 0:00:00,F-372,D-126,1/19/1997 0:00:00,F
1/4/1992 0:00:00,F-372,D-226,6/16/1998 0:00:00,F
1/4/1992 0:00:00,F-372,A-584,11/11/1999 0:00:00,F
1/4/1992 0:00:00,F-372,D-193,12/28/1999 0:00:00,F
1/4/1992 0:00:00,F-372,C-362,2/29/2000 0:00:00,M
1/4/1992 0:00:00,F-372,D-566,4/13/2000 0:00:00,F
1/4/1992 0:00:00,F-372,A-489,11/27/2000 0:00:00,M
1/4/1992 0:00:00,F-372,B-872,12/4/2000 0:00:00,M
1/4/1992 0:00:00,F-372,C-739,12/14/2000 0:00:00,F
1/4/1992 0:00:00,F-372,B-525,5/4/2002 0:00:00,F
1/5/1992 0:00:00,F-362,B-351,2/7/1997 0:00:00,F
1/5/1992 0:00:00,F-362,A-008,1/16/1998 0:00:00,M
1/6/1992 0:00:00,F-371,A-926,1/10/1998 0:00:00,F
1/7/1992 0:00:00,F-346,B-441,1/30/2000 0:00:00,M
1/7/1992 0:00:00,F-346,D-983,11/12/2001 0:00:00,F
1/8/1992 0:00:00,F-370,A-583,1/23/2000 0:00:00,M
1/8/1992 0:00:00,F-370,D-984,11/25/2001 0:00:00,M
1/8/1992 0:00:00,F-370,A-549,12/20/2001 0:00:00,F
1/8/1992 0:00:00,F-370,A-454,12/24/2001 0:00:00,M
1/10/1992 0:00:00,A-938,E-017,11/25/1996 0:00:00,M
1/10/1992 0:00:00,A-938,C-776,1/28/1997 0:00:00,M
1/10/1992 0:00:00,A-938,D-128,12/19/1997 0:00:00,M
1/10/1992 0:00:00,A-938,B-419,12/26/1997 0:00:00,F
1/10/1992 0:00:00,A-938,B-499,12/12/1998 0:00:00,F
1/10/1992 0:00:00,A-938,D-586,2/22/2000 0:00:00,F
1/27/1992 0:00:00,A-153,C-756,12/18/1998 0:00:00,M
1/27/1992 0:00:00,A-153,A-011,2/1/1999 0:00:00,M
1/27/1992 0:00:00,A-153,D-731,1/5/2000 0:00:00,F
1/27/1992 0:00:00,A-153,B-812,11/4/2002 0:00:00,F
2/14/1992 0:00:00,F-349,A-889,1/14/1998 0:00:00,M
2/14/1992 0:00:00,F-349,A-911,12/27/1999 0:00:00,F
2/14/1992 0:00:00,F-349,B-480,1/3/2000 0:00:00,F
2/14/1992 0:00:00,F-349,B-424,12/4/2000 0:00:00,M
2/14/1992 0:00:00,F-349,D-712,1/6/2001 0:00:00,F
2/14/1992 0:00:00,F-349,D-154,3/20/2001 0:00:00,M
2/14/1992 0:00:00,F-349,D-735,11/24/2001 0:00:00,F
2/14/1992 0:00:00,F-349,C-721,1/6/2002 0:00:00,F
2/14/1992 0:00:00,F-349,C-742,12/15/2002 0:00:00,F
2/14/1992 0:00:00,F-349,A-607,1/23/2003 0:00:00,M
2/14/1992 0:00:00,F-349,D-179,11/4/2003 0:00:00,M
2/14/1992 0:00:00,F-349,C-430,11/30/2004 0:00:00,F
2/14/1992 0:00:00,F-349,E-189,3/18/2005 0:00:00,F
2/14/1992 0:00:00,F-349,C-456,11/21/2005 0:00:00,F
2/16/1992 0:00:00,A-000,B-950,1/22/1998 0:00:00,F
2/16/1992 0:00:00,A-000,A-970,1/4/2000 0:00:00,F
2/16/1992 0:00:00,A-000,C-364,12/1/2000 0:00:00,M
2/16/1992 0:00:00,A-000,E-113,12/26/2001 0:00:00,M
2/18/1992 0:00:00,F-334,D-710,11/3/1999 0:00:00,F
2/18/1992 0:00:00,F-334,E-023,11/18/1999 0:00:00,M
2/18/1992 0:00:00,F-334,D-546,12/20/1999 0:00:00,F
2/18/1992 0:00:00,F-334,D-693,12/20/1999 0:00:00,F
2/18/1992 0:00:00,F-334,C-259,1/12/2000 0:00:00,F
2/18/1992 0:00:00,F-334,E-114,12/2/2001 0:00:00,M
2/18/1992 0:00:00,F-334,A-566,12/8/2001 0:00:00,M
2/18/1992 0:00:00,F-334,A-587,4/30/2002 0:00:00,F
2/19/1992 0:00:00,A-571,D-113,11/13/2000 0:00:00,F
2/19/1992 0:00:00,A-571,D-608,1/1/2001 0:00:00,M
2/19/1992 0:00:00,A-571,E-050,10/23/2001 0:00:00,M
2/19/1992 0:00:00,A-571,A-933,10/27/2001 0:00:00,M
2/19/1992 0:00:00,A-571,A-016,11/7/2001 0:00:00,M
2/21/1992 0:00:00,F-335,B-332,1/4/2000 0:00:00,M
2/21/1992 0:00:00,F-335,A-931,1/6/2000 0:00:00,M
2/21/1992 0:00:00,F-335,A-986,1/8/2000 0:00:00,M
2/21/1992 0:00:00,A-515,A-623,2/14/2000 0:00:00,F
2/21/1992 0:00:00,F-335,B-404,12/26/2000 0:00:00,M
2/21/1992 0:00:00,A-515,E-030,11/14/2004 0:00:00,F
2/21/1992 0:00:00,A-515,C-435,12/16/2004 0:00:00,F
2/21/1992 0:00:00,A-515,D-636,2/1/2005 0:00:00,M
